"","Operating.System","Connection.State","Ingress.Router","Assembled.Payload.Size","DYNRiskA.Score","Response.Size","Source.Ping.Time","Connection.Rate","Server.Response.Packet.Time","Packet.Size","Packet.TTL","Source.IP.Concurrent.Connection","Class"
"79172","Windows","ESTABLISHED","syd-tls-04",70995,0.611614431,552894,260,991.662303,118,1353,55,25,"NonMal"
"377383","Windows","ESTABLISHED","mel-aus-01",52150,0.413483012,545534,244,623.6932384,166,1350,56,15,"NonMal"
"373939","Windows","Others","mel-aus-01",55137,0.651685526,477946,236,1145.818304,122,1330,52,31,"NonMal"
"409069","Android","ESTABLISHED","syd-tls-04",53860,0.773408718,497714,311,534.8311993,174,1340,71,25,"NonMal"
"206983","Windows","ESTABLISHED","mel-aus-01",69682,0.686182532,574310,261,528.8772643,150,1333,80,21,"NonMal"
"460224","Android","ESTABLISHED","syd-tls-04",65074,0.676566005,516585,194,870.0536219,92,1346,76,24,"NonMal"
"389041","Android","Others","mel-aus-01",55088,0.350989566,362641,228,716.1695726,140,1320,53,12,"NonMal"
"146800","Windows","Others","mel-aus-01",76360,0.543067479,456156,217,105.7753251,161,1346,60,22,"NonMal"
"451364","Android","ESTABLISHED","syd-tls-04",66290,0.729495932,523049,147,455.6213079,161,1300,75,20,"NonMal"
"280006","Android","ESTABLISHED","syd-tls-04",65983,0.285243116,438545,197,1002.269866,123,1338,50,13,"NonMal"
"277642","Others","Others","mel-aus-01",58519,0.434256373,592548,274,178.3497521,151,1344,65,15,"NonMal"
"213463","Windows","ESTABLISHED","mel-aus-01",66176,0.419610887,650805,278,419.4102187,176,1401,63,18,"NonMal"
"11117","Windows","ESTABLISHED","mel-aus-01",55233,0.707009123,453948,253,863.7562588,136,1345,54,27,"NonMal"
"21328","Windows","ESTABLISHED","syd-tls-04",59906,0.515181671,590167,247,21.66127938,95,1341,46,14,"NonMal"
"14136","Android","Others","syd-tls-04",68253,0.579247819,598067,273,875.2269972,153,1359,55,28,"NonMal"
"279559","Android","ESTABLISHED","syd-tls-04",72629,0.496250434,567906,283,87.33452107,174,1371,72,22,"NonMal"
"203708","Windows","ESTABLISHED","syd-tls-04",63871,0.462978397,599941,191,202.9918062,193,1340,62,21,"NonMal"
"261861","Others","Others","mel-aus-01",60890,0.407960819,477304,239,49.72615331,179,1300,57,20,"NonMal"
"284154","Windows","Others","mel-aus-01",64917,0.567524393,546397,282,881.682809,194,1331,81,31,"NonMal"
"378323","Others","ESTABLISHED","syd-tls-04",72990,0.569672422,493784,206,756.7353747,99,1345,74,23,"NonMal"
"394400","Windows","ESTABLISHED","mel-aus-01",48147,0.600081302,672418,242,65.94642883,134,1354,45,13,"NonMal"
"459443","Windows","ESTABLISHED","mel-aus-01",69922,0.4525393,402625,296,326.9466637,166,1305,57,19,"NonMal"
"148157","Android","ESTABLISHED","mel-aus-01",68293,0.432050836,503415,260,262.4691455,247,1355,71,25,"NonMal"
"463750","Windows","Others","mel-aus-01",51193,0.647204497,462271,248,879.7853674,189,1342,68,33,"NonMal"
"432027","Android","ESTABLISHED","syd-tls-04",71391,0.568912209,434277,288,512.3530215,166,1402,67,25,"NonMal"
"5677","Windows","ESTABLISHED","syd-tls-04",56368,0.555418734,559723,202,103.2760234,253,1326,75,23,"NonMal"
"414242","Android","ESTABLISHED","mel-aus-01",50311,0.769907896,409780,259,481.0326432,214,1348,71,27,"NonMal"
"22485","Windows","ESTABLISHED","syd-tls-04",60719,0.515026496,534952,265,256.2589467,149,1316,58,17,"NonMal"
"365112","Windows","ESTABLISHED","syd-tls-04",73314,0.64983727,486169,293,559.5538086,228,1375,67,23,"NonMal"
"203654","Android","ESTABLISHED","mel-aus-01",60145,0.584654101,673981,297,143.5006234,252,1331,46,29,"NonMal"
"51466","Others","ESTABLISHED","syd-tls-04",59528,0.791419251,561141,244,501.0355001,148,1394,60,20,"NonMal"
"19195","Others","ESTABLISHED","mel-aus-01",62542,0.372638325,522035,412,716.1213666,118,1357,73,12,"NonMal"
"147018","Android","ESTABLISHED","mel-aus-01",59487,0.741423197,758805,245,566.3128412,165,1363,70,24,"NonMal"
"385791","Android","ESTABLISHED","syd-tls-04",69286,0.330587249,324204,254,586.9780061,168,1382,67,19,"NonMal"
"268568","Android","ESTABLISHED","syd-tls-04",70580,0.626710771,313923,293,132.7363454,266,1366,60,28,"NonMal"
"183540","Android","ESTABLISHED","syd-tls-04",71054,0.584355593,527687,286,685.2501071,151,1322,55,27,"NonMal"
"4630","Android","ESTABLISHED","mel-aus-01",60060,0.530526307,565618,299,361.0394056,136,1395,68,15,"NonMal"
"247064","Others","Others","mel-aus-01",54699,0.520302399,531149,211,101.8266835,201,1328,63,18,"NonMal"
"120271","Android","ESTABLISHED","syd-tls-04",71343,0.618787814,570932,183,304.3878574,196,1325,70,23,"NonMal"
"240914","Windows","ESTABLISHED","mel-aus-01",68129,0.623497597,509249,371,645.7339074,171,1365,53,25,"NonMal"
"275069","Others","ESTABLISHED","syd-tls-04",64155,0.393106139,564500,253,616.4308061,172,1349,73,17,"NonMal"
"182948","Others","ESTABLISHED","mel-aus-01",57745,0.522657523,557164,343,103.9307024,160,1323,63,17,"NonMal"
"45166","Windows","ESTABLISHED","mel-aus-01",59445,0.769841683,488149,315,336.275561,206,1307,69,21,"NonMal"
"30411","Windows","ESTABLISHED","mel-aus-01",55724,0.704847031,469236,278,1057.189625,127,1332,68,28,"NonMal"
"123907","Android","ESTABLISHED","mel-aus-01",68045,0.686041876,454587,173,588.1524128,117,1348,65,24,"NonMal"
"3999","Others","ESTABLISHED","mel-aus-01",55416,0.764887469,619896,244,322.0554727,217,1347,41,24,"NonMal"
"182321","Windows","ESTABLISHED","mel-aus-01",51765,0.551724472,531952,262,133.9674471,142,1335,70,13,"NonMal"
"447087","Android","ESTABLISHED","syd-tls-04",54406,0.512408564,451654,263,312.3637207,147,1359,71,14,"NonMal"
"47108","Windows","ESTABLISHED","syd-tls-04",53238,0.451389351,396786,311,570.3898345,172,1346,66,14,"NonMal"
"331621","Windows","ESTABLISHED","mel-aus-01",62401,0.382360518,548234,211,918.8932714,161,1324,77,16,"NonMal"
"450356","Windows","ESTABLISHED","mel-aus-01",58654,0.720400889,452140,296,510.6365703,124,1338,64,23,"NonMal"
"352335","Android","ESTABLISHED","syd-tls-04",62434,0.372743578,324925,291,596.3769713,180,1305,58,18,"NonMal"
"299238","Windows","ESTABLISHED","mel-aus-01",65927,0.567342436,363715,330,204.5257351,120,1363,69,16,"NonMal"
"293673","Android","ESTABLISHED","mel-aus-01",57332,0.744209247,516493,262,467.2069532,143,1356,51,23,"NonMal"
"427307","Others","ESTABLISHED","mel-aus-01",73233,0.442639692,493698,295,172.1601543,126,1286,58,21,"NonMal"
"40521","Windows","ESTABLISHED","syd-tls-04",64750,0.630830472,576388,307,671.7013414,185,1309,66,28,"NonMal"
"59916","Android","ESTABLISHED","syd-tls-04",53344,0.718581713,458051,252,560.2727586,204,1309,52,28,"NonMal"
"298175","Windows","ESTABLISHED","mel-aus-01",54335,0.695007061,720746,305,671.951552,139,1370,69,29,"NonMal"
"223635","Android","Others","syd-tls-04",55147,0.434967927,464865,304,285.7785092,220,1337,73,20,"NonMal"
"295548","Windows","Others","mel-aus-01",74387,0.581518705,560598,296,996.2819868,154,1401,68,26,"NonMal"
"319668","Windows","ESTABLISHED","mel-aus-01",63465,0.610452548,445619,123,535.2146093,152,1369,43,27,"NonMal"
"218721","Android","ESTABLISHED","mel-aus-01",53762,0.716828271,419649,231,503.6529183,217,1354,67,28,"NonMal"
"338060","Android","ESTABLISHED","mel-aus-01",67778,0.600902746,538115,331,160.8825177,176,1335,73,21,"NonMal"
"84945","Windows","ESTABLISHED","mel-aus-01",64333,0.5188649,571399,282,147.4323068,169,1364,51,20,"NonMal"
"369206","Windows","ESTABLISHED","syd-tls-04",53700,0.758667817,411043,284,481.5412913,203,1376,66,24,"NonMal"
"379148","Others","ESTABLISHED","mel-aus-01",78835,0.378732142,630635,285,374.2009024,135,1357,70,23,"NonMal"
"400476","Android","ESTABLISHED","mel-aus-01",58188,0.656961897,396507,253,126.1124095,263,1325,63,28,"NonMal"
"186566","Windows","ESTABLISHED","syd-tls-04",50597,0.692734317,530071,312,692.366135,161,1348,55,31,"NonMal"
"32855","Others","ESTABLISHED","mel-aus-01",68286,0.462774486,639499,219,232.3182581,195,1356,56,22,"NonMal"
"78112","Android","ESTABLISHED","mel-aus-01",67879,0.529040115,369172,290,103.5589395,191,1338,49,20,"NonMal"
"160746","Android","ESTABLISHED","mel-aus-01",55141,0.703916335,458197,227,344.9502944,215,1334,76,21,"NonMal"
"345710","Windows","ESTABLISHED","syd-tls-04",64758,0.510778732,560777,207,181.6251749,158,1346,63,17,"NonMal"
"92921","Android","Others","mel-aus-01",54185,0.65156178,590943,266,843.8785903,174,1339,43,29,"NonMal"
"483330","Windows","ESTABLISHED","mel-aus-01",60090,0.676351813,430500,334,701.7386723,167,1383,56,28,"NonMal"
"50883","Windows","ESTABLISHED","syd-tls-04",59516,0.453771336,425910,300,314.171869,214,1392,48,20,"NonMal"
"137426","Android","ESTABLISHED","syd-tls-04",56687,0.447096073,513758,306,579.2663168,113,1418,67,12,"NonMal"
"454604","Windows","ESTABLISHED","syd-tls-04",62709,0.659251462,494747,308,690.3304827,176,1339,63,27,"NonMal"
"77253","Android","ESTABLISHED","syd-tls-04",65796,0.379527151,449353,143,580.0114983,147,1341,54,17,"NonMal"
"157138","Android","ESTABLISHED","mel-aus-01",59514,0.417347363,294626,183,435.5494113,143,1333,68,14,"NonMal"
"70621","Others","ESTABLISHED","syd-tls-04",56416,0.725679227,612313,332,571.6503731,219,1338,41,27,"NonMal"
"27397","Windows","ESTABLISHED","mel-aus-01",67439,0.728141668,476555,253,684.4794421,177,1354,71,22,"NonMal"
"51298","Android","ESTABLISHED","syd-tls-04",78241,0.594460287,453255,252,587.2121523,155,1365,67,21,"NonMal"
"310951","Android","ESTABLISHED","syd-tls-04",64101,0.714669329,566264,194,564.1768461,95,1416,72,22,"NonMal"
"468793","Windows","ESTABLISHED","syd-tls-04",56357,0.662402127,554392,185,683.040693,212,1330,54,30,"NonMal"
"44791","Android","ESTABLISHED","mel-aus-01",64981,0.611086263,403298,267,820.1167214,151,1344,70,28,"NonMal"
"172326","Android","ESTABLISHED","mel-aus-01",63601,0.395240158,359652,244,753.5181061,130,1412,65,15,"NonMal"
"122926","Windows","ESTABLISHED","syd-tls-04",67172,0.682551149,447370,276,300.6739372,148,1313,68,20,"NonMal"
"70249","Android","ESTABLISHED","syd-tls-04",53285,0.697717143,378306,204,942.6480611,146,1394,56,29,"NonMal"
"182697","Windows","ESTABLISHED","mel-aus-01",72718,0.654736577,499502,243,558.7831745,160,1342,67,21,"NonMal"
"169789","Windows","Others","mel-aus-01",71046,0.591112675,469164,220,916.9253872,148,1365,66,27,"NonMal"
"3566","Android","ESTABLISHED","mel-aus-01",63740,0.470818797,536398,282,508.507567,218,1352,72,21,"NonMal"
"327608","Android","ESTABLISHED","syd-tls-04",67671,0.643906569,543092,256,633.6547434,188,1315,68,25,"NonMal"
"195495","Android","ESTABLISHED","syd-tls-04",72248,0.578377351,443407,240,753.1640025,100,1335,57,25,"NonMal"
"168210","Android","ESTABLISHED","mel-aus-01",72708,0.605037916,404661,301,807.8991168,88,1385,72,24,"NonMal"
"2891","Windows","Others","syd-tls-04",64719,0.542360024,701155,221,891.8639938,184,1386,74,32,"NonMal"
"27215","Windows","ESTABLISHED","syd-tls-04",64573,0.61646268,509421,223,526.5196195,208,1393,53,28,"NonMal"
"134526","Windows","Others","mel-aus-01",58287,0.462839174,417803,217,146.8622536,208,1316,60,20,"NonMal"
"206000","Others","ESTABLISHED","mel-aus-01",67805,0.426508178,519782,324,380.6800451,190,1362,68,21,"NonMal"
"445272","Others","Others","mel-aus-01",54579,0.426686108,534997,328,445.8489865,159,1330,66,13,"NonMal"
"163139","Windows","ESTABLISHED","mel-aus-01",77120,0.468233279,500134,136,26.57603301,228,1348,97,26,"NonMal"
"230061","Android","ESTABLISHED","mel-aus-01",64380,0.669904754,314619,269,585.473971,128,1383,54,24,"NonMal"
"438685","Android","Others","mel-aus-01",80766,0.668970527,463061,233,182.7964418,158,1325,71,16,"NonMal"
"202453","Windows","ESTABLISHED","mel-aus-01",62818,0.735630844,542402,303,547.0617628,169,1323,63,23,"NonMal"
"364546","Others","ESTABLISHED","mel-aus-01",74498,0.558875127,559079,261,654.2353614,113,1336,52,25,"NonMal"
"37596","Android","ESTABLISHED","syd-tls-04",63961,0.634612488,590457,284,756.7840618,155,1378,62,27,"NonMal"
"185791","Android","ESTABLISHED","syd-tls-04",69789,0.557178022,583452,295,349.3685373,161,1335,78,20,"NonMal"
"21665","Windows","ESTABLISHED","mel-aus-01",68561,0.652491653,423478,325,224.3431998,223,1354,78,23,"NonMal"
"254730","Android","Others","syd-tls-04",55968,0.617513754,462043,307,1011.103131,202,1303,64,35,"NonMal"
"276988","Windows","ESTABLISHED","mel-aus-01",63509,0.40724897,444486,307,638.1735357,154,1328,62,16,"NonMal"
"421477","Windows","ESTABLISHED","mel-aus-01",56286,0.718947647,411069,317,778.2404696,187,1365,56,28,"NonMal"
"342236","Windows","ESTABLISHED","syd-tls-04",54619,0.807414037,537599,272,559.5563227,186,1355,70,22,"NonMal"
"217862","Windows","ESTABLISHED","syd-tls-04",59518,0.573279664,394130,267,16.37636841,198,1385,52,20,"NonMal"
"430931","Android","ESTABLISHED","mel-aus-01",65590,0.463809045,523134,194,327.0937751,158,1367,72,18,"NonMal"
"75457","Android","Others","mel-aus-01",56544,0.640765379,483630,237,1112.385274,120,1341,59,32,"NonMal"
"82419","Windows","ESTABLISHED","syd-tls-04",58855,0.348470928,547316,262,1021.701509,168,1335,68,16,"NonMal"
"382857","Android","ESTABLISHED","syd-tls-04",62126,0.687013101,407973,313,376.8068031,134,1379,76,18,"NonMal"
"111858","Android","ESTABLISHED","mel-aus-01",66477,0.645150829,292976,347,597.1524833,146,1372,59,24,"NonMal"
"395301","Android","ESTABLISHED","mel-aus-01",62162,0.699014457,550528,303,796.3884908,123,1319,59,24,"NonMal"
"24633","Windows","ESTABLISHED","mel-aus-01",66409,0.563054427,485003,250,98.76445746,212,1262,64,22,"NonMal"
"37734","Windows","ESTABLISHED","mel-aus-01",62033,0.559591672,484241,225,74.07100148,114,1349,61,14,"NonMal"
"238160","Android","ESTABLISHED","syd-tls-04",63910,0.544659133,629257,249,158.3266292,228,1327,92,24,"NonMal"
"129826","Windows","ESTABLISHED","mel-aus-01",64622,0.686054913,500931,294,518.8479238,141,1344,56,23,"NonMal"
"188359","Android","ESTABLISHED","mel-aus-01",64810,0.673428937,453464,275,501.8502273,107,1330,64,23,"NonMal"
"81400","Android","ESTABLISHED","mel-aus-01",67522,0.604875653,470106,276,437.3338374,202,1365,66,26,"NonMal"
"406407","Windows","ESTABLISHED","mel-aus-01",63534,0.692984526,379651,336,428.0149841,191,1337,51,22,"NonMal"
"315399","Android","ESTABLISHED","mel-aus-01",58674,0.690036276,536115,274,495.0642601,157,1318,74,25,"NonMal"
"300583","Android","ESTABLISHED","mel-aus-01",59101,0.688709185,477518,296,392.8043775,194,1371,59,25,"NonMal"
"301380","Android","ESTABLISHED","syd-tls-04",67737,0.440985674,392133,262,358.9851357,144,1295,64,18,"NonMal"
"113586","Windows","ESTABLISHED","syd-tls-04",57780,0.475759528,539026,211,340.432581,147,1319,64,15,"NonMal"
"64557","Windows","ESTABLISHED","mel-aus-01",59712,0.356831872,418609,276,712.6136521,169,1389,64,16,"NonMal"
"318550","Windows","ESTABLISHED","mel-aus-01",62291,0.732751971,629336,345,628.8583535,149,1340,54,22,"NonMal"
"397060","Windows","ESTABLISHED","mel-aus-01",59106,0.644519748,568720,294,597.1925512,207,1377,52,26,"NonMal"
"252725","Windows","ESTABLISHED","mel-aus-01",58812,0.501700376,554131,185,389.2771787,181,1422,79,16,"NonMal"
"195503","Android","ESTABLISHED","mel-aus-01",68607,0.655173104,480372,203,553.6417543,148,1366,51,22,"NonMal"
"307931","Windows","Others","mel-aus-01",86496,0.432432407,416820,248,865.1033623,118,1336,63,26,"NonMal"
"483300","Android","ESTABLISHED","syd-tls-04",62572,0.503289048,444110,252,104.0430409,153,1380,66,16,"NonMal"
"434673","Android","ESTABLISHED","syd-tls-04",65837,0.446856623,393922,206,526.8266939,204,1347,64,21,"NonMal"
"158181","Android","ESTABLISHED","mel-aus-01",65040,0.612216618,560392,252,635.2435488,151,1295,70,26,"NonMal"
"119321","Windows","ESTABLISHED","mel-aus-01",53514,0.712588808,495027,294,682.1552738,164,1361,48,28,"NonMal"
"453835","Others","ESTABLISHED","syd-tls-04",77032,0.529330321,523458,248,671.650129,192,1356,73,26,"NonMal"
"262786","Others","ESTABLISHED","mel-aus-01",74087,0.590296889,525919,392,847.3903234,141,1286,67,27,"NonMal"
"305062","Windows","ESTABLISHED","syd-tls-04",66389,0.351788255,715103,243,698.4499718,133,1337,52,14,"NonMal"
"53483","Android","ESTABLISHED","mel-aus-01",48093,0.799943686,413343,272,478.8364582,184,1308,73,26,"NonMal"
"112278","Android","ESTABLISHED","mel-aus-01",57015,0.419510181,637796,264,666.7844558,218,1362,77,20,"NonMal"
"359841","Windows","ESTABLISHED","syd-tls-04",55476,0.761074547,525007,302,348.266691,175,1419,63,23,"NonMal"
"90940","Windows","ESTABLISHED","syd-tls-04",60923,0.636871417,576558,240,640.7784056,206,1348,69,28,"NonMal"
"165522","Windows","ESTABLISHED","mel-aus-01",51798,0.703324289,622723,228,775.6085811,219,1323,64,30,"NonMal"
"39910","Windows","ESTABLISHED","syd-tls-04",63404,0.421001832,334779,248,505.3000972,169,1320,52,17,"NonMal"
"85869","Others","ESTABLISHED","syd-tls-04",66076,0.63648956,495109,345,809.0568244,137,1388,78,27,"NonMal"
"111843","Windows","ESTABLISHED","syd-tls-04",50118,0.842232058,454916,329,448.0833295,115,1346,61,21,"NonMal"
"259040","Windows","ESTABLISHED","mel-aus-01",55009,0.384637257,747648,291,800.6591896,154,1326,66,11,"NonMal"
"61396","Others","ESTABLISHED","syd-tls-04",49503,0.447949908,534841,271,706.7177715,85,1330,83,8,"NonMal"
"36575","Windows","ESTABLISHED","mel-aus-01",68540,0.620097976,387530,267,580.236372,178,1328,57,26,"NonMal"
"332356","Windows","ESTABLISHED","mel-aus-01",57391,0.503532512,449093,176,315.2911224,172,1366,47,16,"NonMal"
"126909","Android","ESTABLISHED","syd-tls-04",51925,0.63914298,308609,263,130.4475571,154,1381,64,16,"NonMal"
"372675","Android","ESTABLISHED","mel-aus-01",71964,0.360566896,486613,330,739.1530243,161,1377,57,20,"NonMal"
"463831","Android","ESTABLISHED","syd-tls-04",72858,0.549426716,541016,265,404.8943212,193,1395,82,26,"NonMal"
"103533","Windows","ESTABLISHED","syd-tls-04",63372,0.4347376,567080,244,592.6564478,225,1357,80,22,"NonMal"
"208218","Android","ESTABLISHED","syd-tls-04",77222,0.376923331,596814,204,499.8931786,170,1338,62,22,"NonMal"
"346010","Windows","ESTABLISHED","mel-aus-01",61919,0.641083678,449948,215,922.1510179,154,1340,60,29,"NonMal"
"121889","Windows","ESTABLISHED","syd-tls-04",54802,0.683235274,660885,206,788.3089323,127,1386,63,28,"NonMal"
"383639","Windows","ESTABLISHED","mel-aus-01",62539,0.655533923,533164,272,614.9443137,151,1315,66,25,"NonMal"
"55288","Windows","ESTABLISHED","mel-aus-01",59485,0.637356247,360251,281,311.0550452,240,1300,80,28,"NonMal"
"303902","Windows","ESTABLISHED","mel-aus-01",66418,0.671321138,458766,395,597.1000394,115,1351,61,23,"NonMal"
"367781","Windows","ESTABLISHED","mel-aus-01",62112,0.651462103,288043,189,769.3045617,140,1311,68,26,"NonMal"
"369045","Android","ESTABLISHED","mel-aus-01",62168,0.450251829,533185,285,561.2987988,191,1309,63,17,"NonMal"
"471221","Android","ESTABLISHED","mel-aus-01",64979,0.656209122,614599,256,601.5797558,89,1328,72,24,"NonMal"
"397475","Windows","ESTABLISHED","mel-aus-01",66814,0.463065036,404383,319,163.8341475,190,1339,61,20,"NonMal"
"3204","Android","ESTABLISHED","mel-aus-01",66760,0.486990627,581733,204,134.2331788,186,1351,56,22,"NonMal"
"241442","Android","ESTABLISHED","mel-aus-01",68442,0.361971481,475967,279,780.1906662,156,1373,82,18,"NonMal"
"342371","Windows","ESTABLISHED","mel-aus-01",65102,0.352892395,444913,179,806.6836185,77,1346,54,10,"NonMal"
"88372","Windows","ESTABLISHED","syd-tls-04",63356,0.335192522,499207,242,1118.117917,101,1297,64,10,"NonMal"
"322589","Windows","ESTABLISHED","mel-aus-01",60357,0.688164336,349509,274,540.3309545,172,1397,62,26,"NonMal"
"391812","Android","ESTABLISHED","syd-tls-04",73065,0.497933995,451384,336,397.6142261,234,1341,69,24,"NonMal"
"136156","Android","ESTABLISHED","syd-tls-04",55770,0.712900179,333497,314,563.0863374,147,1374,68,25,"NonMal"
"371271","Android","ESTABLISHED","syd-tls-04",64980,0.508179862,467768,218,241.6825531,162,1393,71,19,"NonMal"
"343098","Windows","ESTABLISHED","mel-aus-01",63196,0.592440312,413130,284,721.7116433,191,1396,53,30,"NonMal"
"31731","Android","ESTABLISHED","mel-aus-01",59983,0.69095176,383900,280,538.609701,145,1341,43,25,"NonMal"
"378761","Windows","ESTABLISHED","syd-tls-04",59536,0.447209035,644146,195,299.6845132,179,1401,67,19,"NonMal"
